Judul;Konten;;Label
BNPB: Bencana Hidrometeorologi Basah Bisa Terjadi Tanpa Hujan;" Badan Nasional Penanggulangan Bencana (BNPB) mencatat bencana hidrometeorologi basah yang terjadi di Indonesia pada akhir-akhir ini terjadi dengan maupun tanpa hujan. Pelaksana tugas Kepala Pusat Data, Informasi dan Komunikasi Kebencanaan BNPB Abdul Muhari mengatakan bahwa hal itu menjadi pertanda musim peralihan dengan adanya cuaca ekstrem, sehingga faktor tersebut mempengaruhi frekuensi kejadian bencana mingguan yang sudah mulai tampak surut pada 20-27 Maret 2023. ""Sebenarnya dari awal Maret lalu frekuensi kejadian bencana mingguan kita sudah agak turun. Jadi kalau misalkan di puncak musim hujan di Januari, Februari itu frekuensi kejadian bencana kita ada di 60-70 kejadian per minggu, dan sekarang kita udah di 47 kejadian,"" kata Abdul dilansir Antara, Selasa (28/3/2023). Abdul menyebut dominasi bencana hidrometeorologi basah kali ini memiliki karakteristik berbeda dengan puncak musim hujan pada Januari - Februari lalu, di mana durasi genangan terjadi sangat lama. Misalnya yang terjadi di Jawa Tengah beberapa waktu lalu, kata dia, terjadi genangan yang cukup lama surut sehingga mengganggu alur pengiriman barang dari Jawa Timur ke DKI Jakarta.";;0
BPBD: Tiga Desa di Parigi Moutong Terendam Banjir Akibat Luapan Sungai;"PALU - Badan Penanggulangan Bencana Daerah (BPBD) Parigi Moutong, Sulawesi Tengah mengatakan tiga desa di kabupaten itu terendam banjir akibat terjadinya luapan air sungai saat hujan lebat. ""Dari laporan kami terima, tiga desa terdampak yakni Desa Paria, Desa Tompo dan Desa Gio Barat, Kecamatan Moutong dipicu hujan yang mengguyur sejak pukul 17.30 Wita hingga malam ini pukul 23.30 Wita, mengakibatkan air Sungai Taopa meluap,"" kata Kepala Bidang Kedaruratan dan Logistik BPBD Parigi Moutong Amirudin dilansir Antara, Selasa (28/3/2023). Ia menjelaskan hingga saat ini tim reaksi cepat (TRC) sedang menuju ke lokasi banjir untuk melakukan asesmen lapangan. Laporan sementara, belum diketahui apakah ada kerusakan akibat bencana hidrometeorologi ini, dan juga belum diketahui berapa jumlah warga terdampak, maupun warga mengungsi. ""Kami belum belum mendapat data valid terkait peristiwa ini, karena TRC BPBD masih bergerak menuju lokasi banjir,"" ucapnya. Pada Minggu 26 Maret 2023 terjadi banjir di tiga desa di kabupaten itu yakni Desa Moutong Utara, Kecamatan Moutong, Desa Tomini Barat dan Desa Tomini Utara, Kecamatan Tomini.";;0
Banjir dan Longsor di Jawa dan Kalimantan Ternyata Beda Sebab, Begini Analisis BNPB; Badan Nasional Penanggulangan Bencana (BNPB) mengungkapkan perbedaan penyebab bencana banjir hingga longsor di Pulau Jawa dan Kalimantan. “Sebenarnya kalau kita bicara banjir dan longsor paling banyak ini ada perbedaan sebenarnya antara Jawa dan Kalimantan,” kata Plt. Kepala Pusat Data, Informasi dan Komunikasi Kebencanaan BNPB, Abdul Muhari saat Konferensi Pers secara virtual, Senin (27/3/2023). Aam sapaan akrabnya mengatakan di wilayah Jawa alih fungsi lahan sangat dominan karena ada tekanan urbanisasi. “Kalau Jawa meskipun kita tahu alih fungsi lahan sangat dominan tetapi tekanan urbanisasi itu lebih banyak.” Sehingga, kata Aam, ada development dari pertumbuhan dari populasi yang akan menekan lingkungan. Pertumbuhan penduduk yang semakin padat akan mempersempit daerah aliran sungai sehingga mengurangi fungsi optimal sungai untuk menampung air. “Ini akan meningkatkan tekanan pada lingkungan misalkan ketika kita berbicara pada urban area, daerah-daerah padat penduduk secara otomatis masyarakat akan lebih banyak mengepung daerah aliran sungai dalam tanda kutip sehingga akan mempersempit badan sungai, kemudian apakah itu sampah sedimentasi dan lain-lainnya akan mengurangi optimalisasi dari sungai dalam menampung air,” katanya. Sementara itu, Aam mengatakan untuk di wilayah Kalimantan maupun Sumatera alih fungsi lahan lebih banyak digunakan untuk pembukaan lahan seperti hutan menjadi kebun, hutan ke tambang. Sehingga, ini akan mengurangi daya dukung lingkungan khususnya daerah aliran sungai (DAS) untuk menampung air. “Tapi kalau misalkan di daerah Sumatera atau Kalimantan ini lebih banyak kepada alih fungsi lahan secara masif baik itu apakah dari hutan ke kebun, dari hutan ke tambang, dari hutan ke yang lain, ke perkebunan yang kemudian secara otomatis akan mengurangi daya dukung dan daya tampung lingkungan khususnya dalam satu DAS dalam menampung air,” ungkap Aam. “Ini mengakibatkan biasanya banjir di kawasan Kalimantan dan Sumatera pada umumnya berbeda dengan Jawa, Jawa itu urbanisasi karakteristiknya sedangkan Kalimantan dan Sumatera lebih banyak pada alih fungsi lahan,” tandasnya.;;0
Gunung Anak Krakatau Erupsi Pagi Ini, Tinggi Letusan 800 Meter; Pusat Vulkanologi dan Mitigasi Bencana Geologi (PVMBG) melaporkan Gunung Anak Krakatau erupsi malam ini. Erupsi gunung itu tercatat pada Selasa (28/3/2023) pukul 04.12 WIB. “Terjadi erupsi G. Anak Krakatau pada hari Selasa, 28 Maret 2023, pukul 04:12 WIB. Tinggi kolom letusan teramati ± 800 m di atas puncak (± 957 m di atas permukaan laut),” Tim Pos Pengawas Gunung Anak Krakatau, Jumono dari laman resmi PVMBG, Selasa (28/3/2023). Sementara itu, kolom abu teramati berwarna kelabu dengan intensitas tebal ke arah timur laut. Erupsi terekam di seismograf dengan amplitudo maksimum 60 mm dan durasi 145 detik. Sebelumnya, Gunung Anak Krakatau juga mengalami erupsi pada, Senin 27 Maret 2023, pukul 22.50 WIB. Namun, pada saat itu tinggi kolom erupsi tidak teramati. Diketahui, pada Senin siang hingga sore hari dilaporkan terjadi 1 kali gempa tremor harmonik dengan amplitudo 16 mm, durasi 132 detik. Selain itu, pada sore hari gunung api terlihat jelas. Teramati asap kawah bertekanan lemah teramati berwarna putih dengan intensitas tipis hingga sedang dan tinggi 25 sampai 150 meter di atas puncak kawah. PVMBG pun meminta masyarakat untuk tidak mendekat ke area Gunung Anak Krakatau. Aktivitas warga pun dibatasi dalam radius 5 kilometer dari kawah aktif.;;0
Breaking News: Gunung Anak Krakatau Erupsi Lagi Malam Ini; Pusat Vulkanologi dan Mitigasi Bencana Geologi (PVMBG) melaporkan Gunung Anak Krakatau erupsi malam ini. Erupsi gunung itu tercatat pada Senin (27/3/2023) pukul 22.50 WIB. “Terjadi erupsi G. Anak Krakatau pada hari Senin, 27 Maret 2023, pukul 22:50 WIB. Tinggi kolom erupsi tidak teramati,” tulis Tim Pos Pengawas Gunung Anak Krakatau, Anggi Nuryo Saputro dari laman resmi PVMBG, Senin (27/3/2023). Dari informasi PVMBG, erupsi hingga malam ini masih berlangsung. “Saat laporan ini dibuat, erupsi masih berlangsung,” ungkap Anggi. Sementara itu, tinggi kolom letusan tidak teramati. Diketahui, pada siang hingga sore hari tadi dilaporkan terjadi 1 kali gempa tremor harmonik dengan amplitudo 16 mm, durasi 132 detik. Selain itu, pada sore hari gunung api terlihat jelas. Teramati asap kawah bertekanan lemah teramati berwarna putih dengan intensitas tipis hingga sedang dan tinggi 25 sampai 150 meter di atas puncak kawah. PVMBG pun meminta masyarakat untuk tidak mendekat ke area Gunung Anak Krakatau. Aktivitas warga pun dibatasi dalam radius 5 kilometer dari kawah aktif.;;0
Kabupaten Bogor Jadi Daerah Rawan Longsor Tertinggi Indonesia, Disusul Cilacap dan Banjarnegara; Badan Nasional Penanggulangan Bencana (BNPB) mengungkapkan Kabupaten Bogor menjadi daerah yang rawan bencana longsor tertinggi di Indonesia. Kemudian, disusul Cilacap dan Banjarnegara. “Jadi catatan Kami sebenarnya untuk longsor itu Bogor itu paling tinggi di Indonesia, kemudian disusul Cilacap dan Banjarnegara. Dan itu (posisi) dua, tiga, empat lima itu berganti-ganti setiap tahun, namun puncaknya ini tetap Kabupaten Bogor,” ungkap Plt. Kepala Pusat Data, Informasi dan Komunikasi Kebencanaan BNPB, Abdul Muhari saat Konferensi Pers secara virtual, Senin (27/3/2023). Aam sapaan akrab Abdul Muhari mengatakan bahwa dari laporan BPBD Kabupaten Bogor, bahwa bencana hidrometeorologi khususnya cuaca ekstrem, tanah longsor, juga banjir mendominasi Kabupaten Bogor. “Nah kalau kita lihat sebenarnya histories kejadian data yang dilaporkan oleh Kabupaten Bogor BNPB itu memang untuk bencana hidrometeorologi khususnya cuaca ekstrem, tanah longsor, banjir, ini mendominasi Kabupaten Bogor,” kata Aam. “Kita ingat kemarin waktu minggu lalu kita bicara longsor di Kota Bogor. Dan pada hari yang sama kemudian kita dilaporkan ada longsor juga di Kabupaten Bogor,” tambahnya. Aam mengatakan Kabupaten Bogor menjadi daerah paling rawan longsor dipengaruhi oleh beberapa faktor diantaranya urbanisasi dan alih fungsi lahan yang cukup masif. “Ini terkait urbanisasi yang terjadi disana dan alih fungsi lahan dalam skala cukup masif.” “Kalau kita lihat ini jumlah kejadian banjir di 2019, 2020, 2021 dominan, 2022 dimulai berkurang longsor juga demikian, tapi kalau misalkan kita lihat distribusi bulan apa sih sebenarnya banjir paling banyak terjadi di Bogor itu memang kita lihat di Maret, April sama September sampai November. Ini banjir yang paling sering terjadi dari data historis yang ada,” jelas Aam. “Kemudian, kalau longsor itu mengikuti juga sudah dari Januari kemudian Mei ke Juni, nanti balik lagi di Oktober November. Ini menjadi perhatian kita,” tandasnya.;;0
BNPB: 47 Kejadian Bencana Terjadi Sepekan Terakhir, 4 Orang Meninggal Dunia; Badan Nasional Penanggulangan Bencana (BNPB) mencatat sebanyak 47 kejadian bencana terjadi selama sepekan terakhir per periode 20 hingga 26 Maret 2023. Di mana bencana hidrometeorologi basah masih mendominasi. “Sekarang kita udah di 47 kejadian. Memang masih dominan hidrometeorologi basah tapi hidrometeorologi basah berbeda dengan puncak musim hujan di Januari, Februari lalu,” ungkap Plt. Kepala Pusat Data, Informasi dan Komunikasi Kebencanaan BNPB, Abdul Muhari saat Konferensi Pers secara virtual, Senin (27/3/2023). Dari 47 kejadian bencana tersebut tercatat 4 orang meninggal dunia, 6 luka-luka, kemudian 36.058 orang terdampak dan mengungsi. Total kejadian tersebut tersebar di 18 provinsi dan 36 Kabupaten Kota. Aam sapaan akrab dari Abdul Muhari mengatakan kejadian bencana hidrometeorologi basah masih mendominasi seperti banjir maupun cuaca ekstrem. “Kalau kita melihat bahwa hidrometeorologi basah masih mendominasi, banjir, cuaca ekstrem, dan cuaca ekstrem di beberapa tempat juga sudah ada yang tanpa disertai hujan. Jadi dalam musim peralihan ini ada juga cuaca ekstrem yang berupa angin kencang baik dengan maupun tanpa hujan.” Meski begitu, Aam mengatakan frekuensi kejadian pada bulan Maret ini sudah mulai menurun jika dibandingkan dengan kejadian bencana pada saat puncak musim hujan di Januari hingga Februari. “Sebenarnya dari awal Maret lalu, frekuensi kejadian bencana mingguan kita sudah agak turun. Jadi kalau misalkan di puncak musim hujan di Januari-Februari itu frekuensi kejadian bencana kita itu ada di 60-70 kejadian perminggu,” katanya. Sementara itu, Aam mengatakan kejadian bencana yang terjadi pada saat bulan Januari hingga Februari ditandai dengan intensitas hujan yang berulang dan terjadi cukup lama, berbeda ketika pada musim peralihan di bulan Maret ini.;;0
Pj Bupati Batola Salurkan Bantuan Banjir Bersama Gubernur Kalsel;"BARITO KUALA – Gubernur Kalimantan Selatan Sahbirin Noor telah menyerahkan langsung bantuan untuk warga yang terdampak banjir di Kecamatan Jejangkit dan Mandastana, Barito Kuala (Batola). Penyerahan bantuan dilakukan langsung bersama Penjabat (Pj) Bupati Batola Mujiyat, Sabtu (18/3/2023). Adapun bantuan berupa makanan siap saji, beras, gula hingga minyak goreng, termasuk alas tidur berupa kasur, tikar plastik dan 50 nasi bungkus dari masing-masing SKPD di Batola. ""Bantuan tersebut menjadi wujud nyata perhatian pemerintah terhadap masyarakat yang terdampak banjir,"" ujar Sahbirin Noor seusai menyerahkan bantuan di Jejangkit. ""Kami juga berharap masyarakat selalu diberikan kesabaran, karena orang-orang yang bersabar merupakan kekasih Allah SWT,"" ucap pria yang biasa disapa Paman Birin ini menambahkan. Kendati belum separah banjir yang terjadi pada awal 2021, tak urung kondisi tersebut membuat aktivitas warga terganggu. Sementara, berdasarkan data Badan Penanggulangan Bencana Daerah (BPBD) Batola, sedikitnya tujuh desa di Jejangkit yang terendam banjir. ""Banjir disebabkan air kiriman dari kabupaten tetangga (Banjar) dan pasang surut Sungai Barito,"" tutur Kalak BPBD Batola Budimansyah. Selain pemukiman warga, imbuhnya, sekitar 3.000 hektare lahan pertanian juga terendam. Hal ini berpotensi menyebabkan gagal panen, seandainya debit air tidak normal dalam waktu dekat. Selepas memberikan bantuan, Pj Bupati Mujiyat bersama Gubernur Sahbirin melanjutkan peninjauan berkeliling desa-desa di Kecamatan Jejangkit. Terakhir, Gubernur Sahbirin melanjutkan peninjauan ke Kabupaten Banjar.";;0
BMKG: Waspadai Hujan Berpotensi Sebabkan Banjir di Sumut;" Badan Meteorologi, Klimatologi, dan Geofisika (BMKG) mengimbau masyarakat di sebagian wilayah Sumatera Utara untuk mewaspadai potensi cuaca ekstrem yang dapat mengakibatkan terjadinya bencana hidrometeorologi. Prakirawan BBMKG Wilayah I Medan Aryo Prasetyo Mulyo mengatakan, sebagian wilayah Sumatera Utara berpotensi diguyur hujan dengan intensitas sedang hingga lebat yang dapat menyebabkan banjir dan longsor. ""Kepada masyarakat diingatkan agar tetap waspada hujan sedang hingga lebat di sertai angin kencang dan badai petir di wilayah lereng Barat, pantai Barat, dan pegunungan Sumatera Utara yang dapat menyebabkan banjir dan longsor,"" katanya dilansir Antara. Secara umum cuaca di Sumatera Utara pada Senin siang dan sore berawan dan berpeluang hujan ringan hingga sedang. Hujan dengan intensitas sedang terjadi di wilayah Karo, Dairi, Pakpak Bharat, Humbang Hasundutan, Toba, Samosir, Tapanuli Utara, Padang Sidempuan, Labuhan Batu, Mandailing Natal, Kepulauan Nias, dan sekitarnya. Malam hari berawan dan berpeluang hujan ringan hingga sedang di sebagian wilayah Sumatera Utara.";;0
Karhutla di Bengkalis Riau Berhasil Dipadamkan;" Kapolres Bengkalis AKBP Setyo Bimo Anggoro mengatakan, kebakaran hutan dan lahan (karhutla) di Desa Kembung Luar, Kecamatan Bantan berhasil dipadamkan. Upaya pemadaman dilakukan bersama sejumlah pihak. ""Sudah padam tapi masih pendinginan,"" kata Setyo Bimo saat dikonfirmasi MPI, Jakarta, Senin (27/3/2023). Meski begitu, kata Setyo Bimo, kepolisian bersama dengan pihak terkait tetap melakukan pemantauan serta bersiaga untuk mencegah kemungkinan munculnya kembali titik api di lokasi tersebut. ""Karena lahan gambut masih mungkin muncul api lagi,"" ujar Setyo Bimo. Sebelumnya, karhutla melanda Kabupaten Bengkalis. Tepatnya di Desa Kembung Luar, Kecamatan Bantan. Tim gabungan yang terdiri dari Polri, TNI, BPBD, Damkar dan Masyarakat Peduli Bencana (MPB) daerah setempat telah berjibaku memadamkan api. Area lahan yang terbakar terbilang luas, yakni mencapai kurang lebih 25 hektare.";;0
Gunung Merapi Menggeliat, Alami 35 Kali Gempa Guguran Sejak Senin Dini Hari; Gunung Merapi mengalami 35 kali gempa guguran sejak Senin, 27 Maret 2023, dini hari. Laporan dari Pusat Vulkanologi dan Mitigasi Bencana Geologi (PVMBG) tersebut mulai pukul 00.00 sampai 06.00 WIB.“35 kali gempa guguran dengan amplitudo 3-12 mm dan lama gempa 26-132.6 detik. 4 kali gempa hybrid/fase banyak dengan amplitudo 3-4 mm, S-P tidak teramati dan lama gempa 3.8-9.04 detik. 1 kali gempa vulkanik dangkal dengan amplitudo 28 mm, dan lama gempa 9.32 detik. 1 kali gempa tektonik Jauh dengan amplitudo 4 mm, S-P tidak teramati dan lama gempa 55.24 detik,” tulis PVMBG dari laman resminya. PVMBG juga melaporkan gunung api terlihat jelas. Asap kawah nihil. Cuaca cerah, angin tenang ke arah timur. “Cuaca cerah, angin tenang ke arah timur. Suhu udara sekitar 17.1-19°C. Kelembaban 76-99%. Tekanan udara 871.4-920.4 mmHg,” tulisnya. Lebih lanjut, PVMBG mengatakan potensi bahaya saat ini berupa guguran lava dan awan panas pada sektor selatan-barat daya meliputi Sungai Boyong sejauh maksimal 5 km, Sungai Bedog, Krasak, Bebeng sejauh maksimal 7 km. Pada sektor tenggara meliputi Sungai Woro sejauh maksimal 3 km dan Sungai Gendol 5 km. Sedangkan lontaran material vulkanik bila terjadi letusan eksplosif dapat menjangkau radius 3 km dari puncak.;;0
Puluhan Rumah di Parung Bogor Kebanjiran;"BOGOR - Puluhan rumah yang berada di wilayah Kecamatan Parung, Kabupaten Bogor terendam banjir. Banjir disebabkan hujan deras sehingga meluapnya dan pendangkalan aliran Kali Rengas. ""Ada 46 rumah terdampak,"" kata Kabid Kedaruratan dan Logistik BPBD Kabupaten Bogor Aris Nurjatmiko dalam keterangannya, Minggu (26/5/2023). Adapun banjir mulai merendam rumah pukul 17.00 WIB. Jumlah tersebut tersebar di tiga kampung yakni Kampung Rengas RT 05 RW 07, Kampung Cidokom RT 08 RW 03 dan Kampung Waru RT 01 RW 01. Saat ini, banjir berangsur mulai surut. Diperkirakan, butuh waktu 2-3 jam apabila kondisi tidak kembali diguyur hujan agar air benar-benar surut. ""Diperlukan normalisasi aliran kali,"" tutupnya. Sebelumnya, BPBD juga telah mencataat beberapa titik bencana yang terjadi di wilayah Kabupaten Bogor sore tadi. Bencana disebabkan hujan deras itu terdiri dari tanah longsor, banjir hingga rumah ambruk.";;0
Gunung Anak Krakatau Kembali Erupsi!; Pusat Vulkanologi dan Mitigasi Bencana Geologi (PVMBG) melaporkan Gunung Anak Krakatau erupsi malam ini. Erupsi gunung itu tercatat pada Minggu (26/3/2023) pukul 20.27 WIB. “Terjadi erupsi G. Anak Krakatau pada hari Minggu, 26 Maret 2023, pukul 20:27 WIB. Tinggi kolom erupsi tidak teramati,” tulis Tim Pos Pengawas Gunung Anak Krakatau, Anggi Nuryo Saputro dari laman resmi PVMBG, Minggu (26/3/2023). Dari informasi PVMBG, erupsi hingga malam ini masih berlangsung. “Saat laporan ini dibuat, erupsi masih berlangsung,” ungkap Anggi. Sementara itu, tinggi kolom letusan tidak teramati. Diketahui, pada siang hingga sore hari tadi dilaporkan terjadi 1 kali gempa tremor menerus dengan amplitudo 0.5-15 mm, dominan 1 mm. Selain itu, pada sore hari gunung api terlihat jelas. Teramati asap kawah utama berwarna putih dengan intensitas tipis tinggi sekitar 25-50 meter dari puncak. Cuaca berawan hingga mendung, angin lemah ke arah timur laut. PVMBG pun meminta masyarakat untuk tidak mendekat ke area Gunung Anak Krakatau. Aktivitas warga pun dibatasi dalam radius 5 kilometer dari kawah aktif.;;0
Basarnas Cari Tiga ABK Korban Kebakaran Kapal MT Christin;"MATARAM - Badan Pencarian dan Pertolongan Nasional (Basarnas) masih mencari tiga Anak Buah Kapal (ABK) yang dinyatakan hilang akibat terbakarnya kapal MT Christin pengangkut bahan bakar minyak (BBM) Pertamina di laut Pulau Lombok, Nusa Tenggara Barat, Minggu (26/3/2023), pukul 14.50 Wita. ""Sebanyak 14 orang tim RB 220 dan 7 orang tim rescue KPP Mataram sudah dikerahkan untuk melakukan pencarian terhadap tiga korban yang dilaporkan hilang,"" kata Kepala Kantor SAR Mataram Lalu Wahyu Efendi dilanasir Antara. Ia mengatakan para personel melakukan upaya pencarian korban dengan menyisir perairan di sekitar lokasi kebakaran kapal menggunakan perahu jenis Rigid Inflatable Boat (RIB) 02 dan RB 220 serta perahu karet. ""Alat utama lainnya yang digunakan adalah peralatan SAR air, alat komunikasi, dan alat medis,"" katanya. Wahyu menambahkan, upaya pencarian juga melibatkan tim gabungan lainnya, yakni personel Polisi Air dan Udara (Polairud) Polda NTB, anggota TNI Angkatan Darat, Badan Penanggulangan Bencana Daerah (BPBD) Kota Mataram, awak kapal TB Samudra 02, dan warga setempat. ""Tim gabungan sudah melakukan pencarian sejak sore hari, namun hasilnya nihil hingga malam hari,"" ujarnya. Kapal MT Cristin, kata dia, membawa sebanyak 17 awak kapal. Dari jumlah tersebut, sebanyak 14 orang berhasil diselamatkan dan sudah dievakuasi ke Terminal BBM Ampenan, Kota Mataram. Sedangkan tiga orang lainnya belum ditemukan dan masih dalam pencarian.";;0
BMKG: 50 sampai 60 Persen El Nino Berpeluang Terjadi pada Semester Dua 2023;" Badan Meteorologi, Klimatologi, dan Geofisika (BMKG) memprediksi sebesar 50-60 persen fenomena El Nino berpeluang terjadi pada semester dua 2023. ""Terkait prakiraan dinamika atmosfer-laut, La Nina diprediksi akan segera beralih ke fase netral pada periode Maret 2023 dan bertahan hingga semester pertama 2023. Sedangkan, pada semester kedua, terdapat peluang sebesar 50-60 persen bahwa kondisi netral akan beralih menuju fase El Nino,"" kata Kepala BMKG Dwikorita Karnawati dikonfirmasi di Jakarta, Minggu. Ia mengemukakan, kondisi El Nino umumnya memberikan dampak berkurangnya curah hujan di wilayah Indonesia dan berpotensi menimbulkan kekeringan meteorologis. Oleh karena itu, Dwikorita mengimbau kementerian/lembaga, pemerintah daerah, institusi terkait, dan seluruh masyarakat untuk lebih siap dan antisipatif terhadap kemungkinan dampak musim kemarau terutama di wilayah yang mengalami sifat musim kemarau bawah normal atau lebih kering dibanding biasanya. ""Wilayah tersebut diprediksi mengalami peningkatan risiko bencana kekeringan meteorologis, kebakaran hutan dan lahan, dan kekurangan air bersih,"" tuturnya.";;0
Breaking News: Kapal Pengangkut BBM Pertamina Terbakar di Laut Mataram;"MATARAM - Kapal MT Christin yang mengangkut bahan bakar minyak (BBM) milik Pertamina dilaporkan terbakar di tengah perairan laut tidak jauh dari Terminal BBM Ampenan Kota Mataram, Nusa Tenggara Barat, pada Minggu (26/3/2023), sekitar pukul 15.30 Wita. Humas Kantor SAR Mataram I Gusti Lanang Wiswananda membenarkan bahwa pihaknya telah menerima informasi adanya kebakaran kapal pengangkut BBM Depo Pertamina di Kampung Bugis, Kota Mataram. ""Kami mendapat laporan dari salah seorang warga bernama Dady Sukmawan yang kebetulan lagi di rumah orang tuanya di Kampung Bugis Ampenan yang dekat dengan lokasi kejadian,"" katanya dilansir Antara. Personel Kantor SAR Mataram, kata dia, sudah meluncur ke lokasi kejadian untuk melakukan upaya penyelamatan. Sementara itu, petugas Pemadam Kebakaran Badan Penanggulangan Bencana Daerah (BPBD) NTB Dady Sukmawan yang berada di lokasi kejadian juga membenarkan Kapal MT Christin terbakar di tengah laut.";;0
88 Bencana Terjang KBB Sepanjang 2023, Didominasi Longsor;BANDUNG BARAT - Bencana tanah longsor menjadi yang paling banyak terjadi di wilayah Kabupaten Bandung Barat (KBB), Jawa Barat sepanjang periode Januari sampai Maret 2023. Tercatat, ada 33 kejadian tanah longsor yang tersebar di beberapa kecamatan yang berdampak pada kerusakan rumah, sekolah, dan infrastruktur lainnya. Berdasarkan data yang tercatat di Badan Penanggulangan Bencana Daerah (BPBD), KBB, bencana tanah longsor berada di urutan pertama dengan 33 kejadian. Kemudian, diikuti angin puting beliung 33 kejadian, kebakaran 18, pergerakan tanah 3, dan banjir bandang 1, dengan total keseluruhan sebanyak 88 kejadian bencana. Dampak dari bencana tersebut mengakibatkan dua warga meninggal dunia akibat kebakaran dan angin puting beliung. Sementara yang terluka total sebanyak 17 orang terdiri dari akibat pergerakan tanah 1, tanah longsor 1, angin puting beliung 4, dan kebakaran 11. Untuk kerusakan bangunan rumah tercatat 27 rusak berat, 14 rusak sedang, dan 140 rusak ringan. Paling banyak akibat kebakaran dan disusul tanah longsor.;;0
2 Jamaah Masjid Tewas Tertimpa Longsor saat di Kamar Mandi;"LUBUKBASUNG - Dua orang jamaah Masjid Nurul Iklas Kampuang Baruah, Jorong Gantiang, Nagari Sungai Landia, Kabupaten Agam, Sumatera Barat meninggal dunia tertimbun longsor saat berada dalam WC masjid, Sabtu (25/3/2023) sekitar pukul 06.15 WIB. ""Satu orang ditemukan meninggal dunia di lokasi dan satu lagi kritis namun akhirnya meninggal dunia saat sampai di Puskesmas. Mereka tertimpa material longsor yang menimpa masjid itu,"" kata Kepala Pelaksana Badan Penanggulangan Bencana Daerah (BPPD) Kabupaten Agam, Bambang Warsito di Lubukbasung. Ia mengatakan korban pertama adalah Yanti (45) yang ditemukan tim gabungan beserta warga sekitar sekitar pukul 07.40 WIB. ""Korban ditemukan dalam kondisi meninggal dunia dan langsung dibawa ke rumah duka untuk disemayamkan. Pemakaman menunggu pihak keluarganya,"" katanya. Sedangkan korban kedua adalah Darliana (70) dan telah dievakuasi ke Puskesmas Ampekkoto pada pukul 06.45 WIB. Sesampai di Puskesmas, korban menghembuskan nafas terakhir dan saat ini korban dimakamkan di pemakaman kaumnya. Ia mengatakan, tanah longsor menimpa WC masjid setelah amblas bahu jalan sepanjang 15 meter akibat curah hujan cukup tinggi melanda daerah itu. Saat terjadi longsor, dua warga yang merupakan jamaah shalat subuh sedang berada di dalam WC tersebut. Mendengar kondisi itu, warga mencoba untuk memberikan pertolongan kepada korban dan hanya mengevakuasi Darliana. Sementara satu korban lainnya tidak kunjung ditemukan, sehingga warga melaporkan kejadian tersebut ke BPBD setempat pada pukul 07.20 WIB. ""Mendapatkan laporan itu, saya mengerahkan anggota Satgas BPBD untuk mencari korban,"" katanya. Ia mengakui curah hujan cukup tinggi juga mengakibatkan pohon tumbang di Malabua, Nagari Bawan, Kecamatan Ampeknagari. Setelah itu pohon tumbang menimpa teras rumah Feri (47) warga Sungai Jariang, Nagari Lubukbasung, Kecamatan Lubukbasung.";;0
